id,title,year,tier,software_detected,method_candidates_sw,method_candidates_kw,datatype_candidates,taxon_candidates,geoscope_candidates,environment_candidates,contribution_candidates,ResearchTask_labels,Method_labels,Software_labels,Taxon_labels,DataType_labels,GeoScope_labels,EnvironmentType_labels,ContributionType_labels
https://openalex.org/W4399121795,The complete sequence and comparative analysis of ape sex chromosomes,2024,tier2,,,dN/dS Analysis,Behavioral Data,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Selection / Positive Selection Detection,dN/dS Analysis,,,Behavioral Data,Not Specified,Not Specified,Empirical Study
https://openalex.org/W3042071345,The importance of intrinsic postzygotic barriers throughout the speciation process,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Speciation,,,,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3173519049,"Roseobacters in a Sea of Poly- and Paraphyly: Whole Genome-Based Taxonomy of the Family Rhodobacteraceae and the Proposal for the Split of the “Roseobacter Clade” Into a Novel Family, Roseobacteraceae fam. nov.",2021,tier2,,,,Ecological / Environmental Variables|Nuclear Gene Sequences|SNP Genotype Data|Whole Genome Sequence,,Global / Public Database Scale,Marine,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference,,,,Whole Genome Sequence,Global / Public Database Scale,Marine,Empirical Study
https://openalex.org/W4295749382,Epistasis and Adaptation on Fitness Landscapes,2022,tier2,,,,Ecological / Environmental Variables|SNP Genotype Data,,Not Specified|Single Location,Terrestrial,Empirical Study|Review / Survey,Adaptation Inference,,,,SNP Genotype Data,Not Specified,Terrestrial,Review / Survey
https://openalex.org/W4224078476,Cryptic and abundant marine viruses at the evolutionary origins of Earth’s RNA virome,2022,tier1,,,,,,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Phylogeny Inference|Biogeography|Evolutionary Theory / Conceptual Analysis|Taxonomy (biology),,,,Transcriptome (RNA-seq),Global / Public Database Scale|Multiple Locations,Marine|Polar,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3195084458,Dynamic changes in genomic and social structures in third millennium BCE central Europe,2021,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study,,,,,,Not Specified|Single Location,Not Specified,Empirical Study
https://openalex.org/W4310191493,An updated classification of cyanobacterial orders and families based on phylogenomic and polyphasic analysis,2022,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note|Review / Survey,Phylogeny Inference|Taxonomy (biology),,,,Nuclear Gene Sequences,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey|Protocol / Technical Note
https://openalex.org/W3092093148,Understanding 'Non-genetic' Inheritance: Insights from Molecular-Evolutionary Crosstalk,2020,tier2,,,,,,Not Specified|Single Location,Marine,Empirical Study,Evolutionary Theory / Conceptual Analysis,,,,,Not Specified,Marine,Empirical Study
https://openalex.org/W4297996490,Divergent evolutionary trajectories of bryophytes and tracheophytes from a complex common ancestor of land plants,2022,tier1,,,,Ecological / Environmental Variables|Fossil Record,Plants,Multiple Locations,Terrestrial,Empirical Study,Phylogeny Inference|Divergence Time Estimation|Biogeography|Macroevolutionary Pattern Analysis,,,Plants,Fossil Record|Ecological / Environmental Variables,Multiple Locations,Terrestrial,Empirical Study
https://openalex.org/W3082138732,Eighteen Coral Genomes Reveal the Evolutionary Origin of <i>Acropora</i> Strategies to Accommodate Environmental Changes,2020,tier2,,,dN/dS Analysis,Ecological / Environmental Variables,,Not Specified|Single Location,Marine,Empirical Study,Phylogeny Inference|Adaptation Inference|Divergence Time Estimation,dN/dS Analysis,,,Ecological / Environmental Variables,Not Specified,Marine,Empirical Study
https://openalex.org/W3154626741,How does epigenetics influence the course of evolution?,2021,tier2,,,,Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis|Selection / Positive Selection Detection,,,Plants,,Not Specified,Not Specified,Review / Survey
https://openalex.org/W3125813619,A framework for understanding gene expression plasticity and its influence on stress tolerance,2021,tier2,,,,Ecological / Environmental Variables|Transcriptome (RNA-seq),,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper,Adaptation Inference,,,,Transcriptome (RNA-seq)|Ecological / Environmental Variables,Multiple Locations,Not Specified,Method / Model Paper|Empirical Study
https://openalex.org/W3111336046,Phylogenetic analysis of SARS-CoV-2 in Boston highlights the impact of superspreading events,2020,tier1,,,,Occurrence / Distribution Records,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Demographic History Inference,,,,Occurrence / Distribution Records,Single Location,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3200103613,"GTDB: an ongoing census of bacterial and archaeal diversity through a phylogenetically consistent, rank normalized and complete genome-based taxonomy",2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Species Delimitation,,,Archaea|Bacteria,Whole Genome Sequence|Reduced Representation (RADseq / GBS),Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3034734463,Insights into eukaryogenesis from the fossil record,2020,tier2,,,,Fossil Record|mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Phylogeny Inference|Evolutionary Theory / Conceptual Analysis,,,Eukaryote,Fossil Record|Morphometric / Phenotypic Trait Data,Not Specified,Not Specified,Review / Survey|Empirical Study|Method / Model Paper
https://openalex.org/W3145217038,Understanding the Origins of Loss of Protein Function by Analyzing the Effects of Thousands of Variants on Activity and Abundance,2021,tier2,,,,,,Not Specified|Single Location,Terrestrial,Empirical Study,Selection / Positive Selection Detection|Adaptation Inference,,,,,Not Specified,Terrestrial,Empirical Study
https://openalex.org/W3128457606,Phylogenomics of Mycobacterium africanum reveals a new lineage and a complex evolutionary history,2021,tier1,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper,Phylogeny Inference|Biogeography|Demographic History Inference,,,,Whole Genome Sequence,Multiple Locations,,Empirical Study
https://openalex.org/W3096084589,Full genome viral sequences inform patterns of SARS-CoV-2 spread into and within Israel,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note,Demographic History Inference,,,,Whole Genome Sequence,Single Location,,Empirical Study
https://openalex.org/W3016709954,Deeply conserved synteny resolves early events in vertebrate evolution,2020,tier1,,,,Fossil Record|Whole Genome Sequence,Invertebrates|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference,,,Vertebrates|Invertebrates,Whole Genome Sequence|Fossil Record,,,Empirical Study
https://openalex.org/W3099150310,When everything changes at once: finding a new normal after genome duplication,2020,tier1,,,,Whole Genome Sequence,Plants,Not Specified|Single Location,Not Specified,Empirical Study|Review / Survey,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,Plants,Whole Genome Sequence,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3014059824,Global genome diversity of the Leishmania donovani complex,2020,tier2,,,,Whole Genome Sequence,,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper,Population Structure Analysis|Gene Flow / Introgression Analysis,,,,Whole Genome Sequence,Global / Public Database Scale|Multiple Locations,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W4367173653,Evolutionary constraint and innovation across hundreds of placental mammals,2023,tier2,,,,,Mammalia,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Selection / Positive Selection Detection|Phylogenetic Comparative Methods,,,Mammalia|Mammalia,,Multiple Locations|Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3035336855,"Ancient genomes reveal complex patterns of population movement, interaction, and replacement in sub-Saharan Africa",2020,tier2,,,,,,Multiple Locations,Not Specified,Empirical Study,Demographic History Inference|Biogeography,,,,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W2997889425,Life-History Evolution and the Genetics of Fitness Components in<i>Drosophila melanogaster</i>,2020,tier1,,,,Ecological / Environmental Variables,Drosophila|Model Organisms,Not Specified|Single Location,Not Specified,Empirical Study|Method / Model Paper|Review / Survey,Adaptation Inference|Evolutionary Theory / Conceptual Analysis,,,Drosophila|Model Organisms,Ecological / Environmental Variables,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3002583775,Building near-complete plant genomes,2020,tier2,,,,Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper,,,,Plants,Transcriptome (RNA-seq),Not Specified,Not Specified,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3041243944,Asterid Phylogenomics/Phylotranscriptomics Uncover Morphological Evolutionary Histories and Support Phylogenetic Placement for Numerous Whole-Genome Duplications,2020,tier1,,,,Whole Genome Sequence,Angiosperms|Plants,Not Specified|Single Location,Terrestrial,Empirical Study|Resource / Dataset Paper,Phylogeny Inference|Divergence Time Estimation|Trait Evolution / Ancestral State Reconstruction,,,Angiosperms|Plants,Whole Genome Sequence|Transcriptome (RNA-seq)|Morphometric / Phenotypic Trait Data,Not Specified,Terrestrial|Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3014884007,MitoFinder: Efficient automated large‐scale extraction of mitogenomic data in target enrichment phylogenomics,2020,tier2,,,,Whole Genome Sequence|mtDNA,,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note,Phylogeny Inference|Species Delimitation,,,Insects,mtDNA|Whole Genome Sequence|Nuclear Gene Sequences,Not Specified,Not Specified,Empirical Study|Protocol / Technical Note
https://openalex.org/W3194717314,Ancient and modern genomes unravel the evolutionary history of the rhinoceros family,2021,tier1,,,,Fossil Record|Occurrence / Distribution Records|Whole Genome Sequence,,Not Specified|Single Location,Not Specified,Empirical Study,Phylogeny Inference|Demographic History Inference,,,,Whole Genome Sequence|Fossil Record|Occurrence / Distribution Records,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4390705788,Elevated genetic risk for multiple sclerosis emerged in steppe pastoralist populations,2024,tier2,,,dN/dS Analysis,Ecological / Environmental Variables,,Not Specified|Single Location,Marine,Empirical Study|Resource / Dataset Paper,Selection / Positive Selection Detection,dN/dS Analysis,,,Whole Genome Sequence|Ecological / Environmental Variables,Multiple Locations|Single Location,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W4210660522,The importance of alternative splicing in adaptive evolution,2022,tier1,,,,Transcriptome (RNA-seq),Plants,Not Specified|Single Location,Marine,Empirical Study|Method / Model Paper,Adaptation Inference|Eco-evolutionary Dynamics,,,Plants,Transcriptome (RNA-seq)|Morphometric / Phenotypic Trait Data,Not Specified,Not Specified,Review / Survey|Empirical Study
https://openalex.org/W3098182612,A Phylodynamic Workflow to Rapidly Gain Insights into the Dispersal History and Dynamics of SARS-CoV-2 Lineages,2020,tier2,,,,,,Not Specified|Single Location,Not Specified,Empirical Study|Protocol / Technical Note,Biogeography|Phylogeny Inference,,,,Whole Genome Sequence|Time-series Population Data,Multiple Locations|Single Location,Not Specified,Protocol / Technical Note|Empirical Study
https://openalex.org/W3088464242,Thermal adaptation revisited: How conserved are thermal traits of reptiles and amphibians?,2020,tier1,,,,Behavioral Data|Ecological / Environmental Variables,Reptilia|Vertebrates,Not Specified|Single Location,Not Specified,Empirical Study,Adaptation Inference|Trait Evolution / Ancestral State Reconstruction|Evolutionary Theory / Conceptual Analysis,,,Reptilia|Vertebrates,Behavioral Data|Ecological / Environmental Variables,Not Specified,Not Specified,Empirical Study
https://openalex.org/W4205408709,Green plant genomes: What we know in an era of rapidly expanding opportunities,2022,tier2,,,,Occurrence / Distribution Records,Plants,Multiple Locations,Marine,Empirical Study|Resource / Dataset Paper,Phylogeny Inference,,,Plants,Occurrence / Distribution Records,Multiple Locations,Marine,Resource / Dataset Paper|Empirical Study
https://openalex.org/W3047721483,Compartmentalization drives the evolution of symbiotic cooperation,2020,tier2,,,,,Insects|Plants,Multiple Locations,Not Specified,Empirical Study,Evolutionary Theory / Conceptual Analysis|Adaptation Inference,,,Insects|Plants,,Multiple Locations,Not Specified,Empirical Study
https://openalex.org/W3130788486,Haplotype-resolved diverse human genomes and integrated analysis of structural variation,2021,tier2,,,,Transcriptome (RNA-seq)|Whole Genome Sequence,,Multiple Locations,Not Specified,Empirical Study|Method / Model Paper|Resource / Dataset Paper,Population Structure Analysis|Gene Flow / Introgression Analysis,,,,Whole Genome Sequence|Transcriptome (RNA-seq),Multiple Locations,Not Specified,Empirical Study|Resource / Dataset Paper
https://openalex.org/W3134169387,Extensive Genome-Wide Phylogenetic Discordance Is Due to Incomplete Lineage Sorting and Not Ongoing Introgression in a Rapidly Radiated Bryophyte Genus,2021,tier1,,,,Whole Genome Sequence,,Multiple Locations,Marine,Empirical Study,Phylogeny Inference|Gene Flow / Introgression Analysis|Species Delimitation,,,Plants,Whole Genome Sequence,Multiple Locations,Marine,Empirical Study
